window,target,model,fold,feature,coefficient,alpha
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_13,-0.145005306704618,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_14,-0.005620973061308921,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_15,-0.000605745058653294,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_16,-0.032516345581988765,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_17,0.0395533299539264,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_18,0.11023354336659849,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_19,0.053188459405100356,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_20,0.05102652069167868,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_21,0.015243651190727518,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_22,-0.017280255553862117,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_23,0.003208301376199235,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_24,-0.004825038046046175,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_25,0.059054143368926636,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_26,0.013117049775157123,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_27,0.0037458952068536,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_28,0.026975977255630525,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_29,0.02573110946792309,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_30,-0.15645479328463374,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,1,hidden_31,-0.027541682991416683,21.54434690031882
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_00,-0.06882156358187738,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_01,-0.03688297848637257,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_02,0.023751203352786823,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_03,0.0512386732133233,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_04,-0.035978640814720166,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_05,0.010574841096933758,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_06,9.677424906315666e-05,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_07,0.08450912861597266,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_08,0.012369782784154331,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_09,-5.604339891577672e-05,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_10,0.04337866884654527,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_11,-0.05295325475336549,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_12,0.021281633297591654,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_13,-0.04980733716163551,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_14,-0.00867630651429856,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_15,-0.00512547189360288,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_16,-0.036477535800646145,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_17,0.01392819400287773,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_18,0.06086615913286711,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_19,0.04844456432833838,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_20,0.03739396510689727,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_21,0.009098658023383723,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_22,-0.020339043484817285,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_23,0.0052471632035914545,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_24,-0.006725216418039525,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_25,0.021751446679827275,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_26,-0.004249782881474881,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_27,-0.010822716711493189,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_28,0.008034481195339891,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_29,0.009008054258118847,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_30,-0.06849400974784002,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,2,hidden_31,-0.020515377213466576,100.0
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_00,-0.11036009067041556,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_01,-0.03699806816897888,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_02,0.044757269483775466,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_03,0.05659827913261601,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_04,-0.022907105870147892,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_05,-0.002369199334577769,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_06,0.014637533897250877,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_07,0.08645013569075106,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_08,0.022266811794531136,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_09,0.010156744602579187,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_10,0.05036736447751008,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_11,-0.036962350782024214,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_12,0.01875950793732183,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_13,-0.09425408887700534,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_14,-0.00496401279821562,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_15,-0.00257575880527671,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_16,-0.03380333747411295,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_17,0.016289221871154808,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_18,0.058682421583816126,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_19,0.05668624638865235,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_20,0.04675457378780267,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_21,0.00472878484483024,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_22,-0.016177905913226914,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_23,0.009313810782655764,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_24,-0.02055955308727368,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_25,0.02745120169102415,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_26,0.005290260750212434,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_27,-0.013380817900661047,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_28,0.001092276587300495,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_29,0.011896194556576709,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_30,-0.09347462212045579,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,3,hidden_31,-0.02187288316911426,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_00,-0.1111597307093664,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_01,-0.026788560098499295,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_02,0.038810594856769465,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_03,0.06285601177535687,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_04,-0.017703637882736267,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_05,0.0026728101620665866,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_06,0.012193719155267058,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_07,0.08387376555162039,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_08,0.029726211255758812,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_09,0.009484563941615468,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_10,0.04556667845825838,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_11,-0.042047183571199236,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_12,0.020541617244901802,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_13,-0.08791229774598046,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_14,-0.01526206202658795,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_15,-0.0018011774807832298,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_16,-0.04345624445038718,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_17,0.026535925396345982,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_18,0.09002327541624837,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_19,0.05334023577047517,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_20,0.0514551134942751,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_21,0.01150252589366441,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_22,-0.018243818726233502,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_23,0.009716352267411053,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_24,-0.016449196407224607,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_25,0.024813597158412207,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_26,0.005757630379416423,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_27,-0.0020998277741362367,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_28,0.011761499680438003,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_29,0.012231681098738479,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_30,-0.10852961133789361,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,4,hidden_31,-0.028055848926119127,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_00,-0.1078785238194953,46.41588833612773
full_pre_response,log_RT_ms,baseline_plus_hidden,5,hidden_01,-0.04053796779068275,46.41588833612773
