seed,cpp_feature,z_feature,subject_level_corr,mean_within_subject_corr
3,CPP_peak_time,aligned_z2_peak_time,0.8745520114898682,0.5592754555911552
3,CPP_peak_time,aligned_z3_late_mean,0.08572813123464584,0.2835187979224252
3,CPP_peak_time,aligned_z3_slope,0.5703020253390405,0.24687647515060288
3,CPP_peak_time,aligned_z3_peak,-0.2129911184310913,-0.02335542835658643
3,CPP_peak_time,aligned_z3_peak_time,0.9163569211959839,0.7282797581538921
3,CPP_peak_time,aligned_z4_late_mean,0.18887537717819214,0.2707005839158849
3,CPP_peak_time,aligned_z4_slope,0.47173199160071716,0.2315379918965414
3,CPP_peak_time,aligned_z4_peak,-0.2206733524799347,-0.01651442966355783
3,CPP_peak_time,aligned_z4_peak_time,0.8891773819923401,0.6229262264763437
3,CPP_peak_time,aligned_z5_late_mean,0.07070568203926086,0.26699049807176356
3,CPP_peak_time,aligned_z5_slope,0.5113042551732572,0.23954728726620814
3,CPP_peak_time,aligned_z5_peak,-0.17828470468521118,-0.02401298246482705
3,CPP_peak_time,aligned_z5_peak_time,0.7982223033905029,0.593582933268896
4,CPP_late_mean,aligned_z1_late_mean,0.9052783250808716,0.9570702139924212
4,CPP_late_mean,aligned_z1_slope,0.04425213149887194,0.5072876009517729
4,CPP_late_mean,aligned_z1_peak,0.7194980382919312,0.5288626100958848
4,CPP_late_mean,aligned_z1_peak_time,0.1825147271156311,0.3055498999793355
4,CPP_late_mean,aligned_z2_late_mean,0.9934772849082947,0.9567337181509995
4,CPP_late_mean,aligned_z2_slope,-0.09305845099338463,0.5197540136010881
4,CPP_late_mean,aligned_z2_peak,0.7143478989601135,0.5210166377265278
4,CPP_late_mean,aligned_z2_peak_time,0.07237425446510315,0.32161529325857396
4,CPP_late_mean,aligned_z3_late_mean,0.963473916053772,0.9028683108527485
4,CPP_late_mean,aligned_z3_slope,-0.055473022934093646,0.46484514147539263
4,CPP_late_mean,aligned_z3_peak,0.7096596956253052,0.4873886402787232
4,CPP_late_mean,aligned_z3_peak_time,0.1865980476140976,0.2868252011334024
4,CPP_late_mean,aligned_z4_late_mean,0.9375341534614563,0.8668973075180519
4,CPP_late_mean,aligned_z4_slope,-0.002789530575232773,0.4722932978771103
4,CPP_late_mean,aligned_z4_peak,0.6945095062255859,0.47674410444934195
4,CPP_late_mean,aligned_z4_peak_time,0.0262417271733284,0.29543963665278944
4,CPP_late_mean,aligned_z5_late_mean,0.9446013569831848,0.7857404554762492
4,CPP_late_mean,aligned_z5_slope,-0.1278337135649612,0.4466786321849332
4,CPP_late_mean,aligned_z5_peak,0.5021523237228394,0.44889341912618497
4,CPP_late_mean,aligned_z5_peak_time,0.18951627612113953,0.26967728428724336
4,CPP_slope,aligned_z1_late_mean,-0.07089613038878116,0.4846707287778381
4,CPP_slope,aligned_z1_slope,0.9641920639967356,0.9490030240691768
4,CPP_slope,aligned_z1_peak,-0.25759349829682643,-0.03768730393644908
4,CPP_slope,aligned_z1_peak_time,0.584185269657254,0.2461849458548348
4,CPP_slope,aligned_z2_late_mean,-0.06974026851593991,0.4731802451237836
4,CPP_slope,aligned_z2_slope,0.9793547135547663,0.9554745159575811
4,CPP_slope,aligned_z2_peak,-0.26240500163568375,-0.04246883746051999
4,CPP_slope,aligned_z2_peak_time,0.5391364092522342,0.25280595888566826
4,CPP_slope,aligned_z3_late_mean,-0.13975550664380498,0.4710484993194302
