probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
1.0,0.68268,1,4,1,1,1,1,1,True,sub-STSWD1160,374209,8,374209.0,-0.7859366265232616,-0.22974507772179445,0.03916706447505032,1st,2nd,3rd,-1.3130709839380073,-0.32177125557296243,0.3009190531663116
0.0,1.0385,3,4,2,1,1,1,1,True,sub-STSWD1160,376640,8,376640.0,-1.6445464169937476,-1.529919035835112,1.0054574656065978,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,1.0285,3,4,1,1,1,1,1,True,sub-STSWD1160,379072,8,379072.0,-1.224836358496988,-0.9606679727749351,0.4997339486651229,1st,1st,3rd,-1.3130709839380073,-1.2879362488510524,0.3009190531663116
0.0,1.2125,3,4,2,1,1,1,1,True,sub-STSWD1160,381504,8,381504.0,0.47808512300772993,0.6451423674725738,-0.19158597776925343,3rd,3rd,2nd,0.32249396202648206,0.32412470361133333,-0.3238346378507059
1.0,0.79533,2,4,1,1,1,1,1,True,sub-STSWD1160,383936,8,383936.0,-0.7692319943510528,-0.2853045482125594,-1.5611674497223964,1st,2nd,1st,-1.3130709839380073,-0.32177125557296243,-1.223957159664282
1.0,0.62531,2,4,1,1,1,1,1,True,sub-STSWD1160,386368,8,386368.0,1.3275899135017377,1.1888738105440741,0.460605869813114,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
0.0,1.1484,4,4,1,1,1,1,1,True,sub-STSWD1160,388800,8,388800.0,0.3435057857042589,0.8206085816047695,1.209116928405393,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
0.0,0.68383,4,3,1,1,1,1,1,True,sub-STSWD1160,417284,8,417284.0,0.6734893683486314,-0.12865551220533786,0.41185837244839063,4th,2nd,3rd,1.2477351845242721,-0.32177125557296243,0.3009190531663116
1.0,0.68777,4,3,2,1,1,1,1,True,sub-STSWD1160,419716,8,419716.0,1.6177086246908108,1.7844009892061303,0.14120210622402954,4th,4th,3rd,1.2477351845242721,1.2856213819280642,0.3009190531663116
1.0,0.56074,1,3,2,1,1,1,1,True,sub-STSWD1160,422148,8,422148.0,-0.41618767946671925,-1.743575015826401,1.2902484007862152,2nd,1st,4th,-0.2359795983556823,-1.2879362488510524,1.2666139888593904
1.0,0.68666,3,3,1,1,1,1,1,True,sub-STSWD1160,424580,8,424580.0,-0.1641222196713295,0.9500604379755236,0.3254024856338304,2nd,4th,3rd,-0.2359795983556823,1.2856213819280642,0.3009190531663116
1.0,0.8566,3,3,2,1,1,1,1,True,sub-STSWD1160,427012,8,427012.0,1.6340965521551423,0.9472459078504247,0.6673214634085305,4th,4th,4th,1.2477351845242721,1.2856213819280642,1.2666139888593904
0.0,1.3955,1,3,2,1,1,1,1,True,sub-STSWD1160,429444,8,429444.0,-0.9682563387401535,-1.3066760462725855,0.09583699493557403,1st,1st,3rd,-1.3130709839380073,-1.2879362488510524,0.3009190531663116
1.0,1.0735,4,3,2,1,1,1,1,True,sub-STSWD1160,431876,8,431876.0,1.718210747327304,0.32634163759085316,0.1349864809051725,4th,3rd,3rd,1.2477351845242721,0.32412470361133333,0.3009190531663116
0.0,0.93938,4,3,1,1,1,1,1,True,sub-STSWD1160,434308,8,434308.0,2.8130842305164676,2.1078058825650077,-1.092430680324231,4th,4th,1st,1.2477351845242721,1.2856213819280642,-1.223957159664282
1.0,0.79031,4,1,2,1,1,1,1,True,sub-STSWD1160,438788,8,438788.0,-1.150456914960635,0.09676189938991535,-0.1976568736467797,1st,3rd,2nd,-1.3130709839380073,0.32412470361133333,-0.3238346378507059
1.0,0.46525,4,1,2,1,1,1,1,True,sub-STSWD1160,441220,8,441220.0,1.2707211232792,1.3484142047804535,-0.1647005400092614,4th,4th,2nd,1.2477351845242721,1.2856213819280642,-0.3238346378507059
1.0,0.45719,4,1,2,1,1,1,1,True,sub-STSWD1160,443652,8,443652.0,1.275468449941622,-0.4368867717645819,1.8949129374221971,4th,2nd,4th,1.2477351845242721,-0.32177125557296243,1.2666139888593904
1.0,0.41713,4,1,2,1,1,1,1,True,sub-STSWD1160,446084,8,446084.0,1.9145805809434118,0.6794020486356341,1.5753156056778181,4th,4th,4th,1.2477351845242721,1.2856213819280642,1.2666139888593904
1.0,0.51002,4,1,1,1,1,1,1,True,sub-STSWD1160,448516,8,448516.0,-0.021470187259286098,-0.24734777418009576,-1.5717203195378553,2nd,2nd,1st,-0.2359795983556823,-0.32177125557296243,-1.223957159664282
1.0,0.82191,4,1,1,1,1,1,1,True,sub-STSWD1160,450948,8,450948.0,-1.8939592452355527,-1.4394604141707315,-1.8548240699215666,1st,1st,1st,-1.3130709839380073,-1.2879362488510524,-1.223957159664282
0.0,0.55389,4,1,1,1,1,1,1,True,sub-STSWD1160,453380,8,453380.0,0.31851586869361986,1.0547409481263477,1.4830570050878045,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
0.0,0.39477,4,1,1,1,1,1,1,True,sub-STSWD1160,455812,8,455812.0,-0.5936975628199065,-1.6279974482663464,-3.4685320568306537,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
1.0,0.47576,3,2,1,1,1,1,1,True,sub-STSWD1160,460292,8,460292.0,-1.8425110463444079,-0.14886051961024016,-0.9389191039060956,1st,2nd,1st,-1.3130709839380073,-0.32177125557296243,-1.223957159664282
1.0,1.0827,4,2,2,1,1,1,1,True,sub-STSWD1160,462724,8,462724.0,-0.8511462852567613,-0.6951905279034746,0.29057337529558913,1st,2nd,3rd,-1.3130709839380073,-0.32177125557296243,0.3009190531663116
1.0,1.0366,4,2,2,1,1,1,1,True,sub-STSWD1160,465156,8,465156.0,-0.31056120015268784,0.5764507746563583,0.2548757961429362,2nd,3rd,3rd,-0.2359795983556823,0.32412470361133333,0.3009190531663116
1.0,1.2335,3,2,2,1,1,1,1,True,sub-STSWD1160,467588,8,467588.0,1.405455348931542,0.2524426440971273,0.5697275713902245,4th,3rd,3rd,1.2477351845242721,0.32412470361133333,0.3009190531663116
1.0,1.4105,4,2,2,1,1,1,1,True,sub-STSWD1160,470020,8,470020.0,-0.8233361127697202,0.003979875376467815,0.756455535237359,1st,2nd,4th,-1.3130709839380073,-0.32177125557296243,1.2666139888593904
1.0,1.4775,3,2,2,1,1,1,1,True,sub-STSWD1160,472452,8,472452.0,-1.1318019526090322,,0.06939010832368189,1st,,3rd,-1.3130709839380073,,0.3009190531663116
1.0,0.57637,3,2,1,1,1,1,1,True,sub-STSWD1160,474884,8,474884.0,0.503953338919842,0.4272556892343071,-0.9620374451916245,3rd,3rd,1st,0.32249396202648206,0.32412470361133333,-1.223957159664282
0.0,0.70122,4,2,1,1,1,1,1,True,sub-STSWD1160,477316,8,477316.0,-1.008665589629625,-0.1289865341291738,0.14880861973782608,1st,2nd,3rd,-1.3130709839380073,-0.32177125557296243,0.3009190531663116
1.0,0.6622,2,4,2,1,1,1,1,True,sub-STSWD1160,481796,8,481796.0,0.20968019098505078,-1.1980589962167423,1.862274956143666,3rd,1st,4th,0.32249396202648206,-1.2879362488510524,1.2666139888593904
1.0,1.1381,2,4,2,1,1,1,1,True,sub-STSWD1160,484228,8,484228.0,-1.7934350366426217,-2.3975536632017427,-0.15490122305725834,1st,1st,2nd,-1.3130709839380073,-1.2879362488510524,-0.3238346378507059
0.0,1.1031,4,4,1,1,1,1,1,True,sub-STSWD1160,486660,8,486660.0,-0.5395115286081028,-0.9152731812391429,-0.8985063168844034,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
0.0,0.75799,4,4,1,1,1,1,1,True,sub-STSWD1160,489092,8,489092.0,0.035534307861470896,0.0902893239923438,1.6808160779726216,2nd,3rd,4th,-0.2359795983556823,0.32412470361133333,1.2666139888593904
1.0,1.0559,3,4,1,1,1,1,1,True,sub-STSWD1160,491524,8,491524.0,0.9210189289568489,0.258465053130209,0.849685050509845,4th,3rd,4th,1.2477351845242721,0.32412470361133333,1.2666139888593904
1.0,1.2819,3,4,2,1,1,1,1,True,sub-STSWD1160,493956,8,493956.0,0.171046977830496,-0.029582019826911932,-0.5509890018646489,3rd,2nd,2nd,0.32249396202648206,-0.32177125557296243,-0.3238346378507059
1.0,0.7218,1,4,2,1,1,1,1,True,sub-STSWD1160,496388,8,496388.0,-1.487838101652247,-0.4913263326080189,0.651337021762678,1st,2nd,4th,-1.3130709839380073,-0.32177125557296243,1.2666139888593904
1.0,0.88877,1,4,1,1,1,1,1,True,sub-STSWD1160,498820,8,498820.0,0.29799092740497835,0.6176750019444853,1.046459589309175,3rd,3rd,4th,0.32249396202648206,0.32412470361133333,1.2666139888593904
1.0,0.9467,2,1,1,1,1,1,1,True,sub-STSWD1160,503300,8,503300.0,-0.04585784262363665,1.2079707333662046,-0.5109911208471158,2nd,4th,2nd,-0.2359795983556823,1.2856213819280642,-0.3238346378507059
1.0,0.55956,2,1,2,1,1,1,1,True,sub-STSWD1160,505732,8,505732.0,0.5235676374968536,1.1251848041532615,-0.29776107142977787,3rd,4th,2nd,0.32249396202648206,1.2856213819280642,-0.3238346378507059
1.0,0.6025,2,1,2,1,1,1,1,True,sub-STSWD1160,508164,8,508164.0,0.4449703775062975,0.9580195061480518,-1.2229355203215146,3rd,4th,1st,0.32249396202648206,1.2856213819280642,-1.223957159664282
1.0,0.50144,2,1,1,1,1,1,1,True,sub-STSWD1160,510595,8,510595.0,-1.5791280040006999,-1.1523234702310414,-1.9077944687041306,1st,1st,1st,-1.3130709839380073,-1.2879362488510524,-1.223957159664282
1.0,0.62938,2,1,2,1,1,1,1,True,sub-STSWD1160,513027,8,513027.0,1.0546452179616816,0.9948480697253115,1.1071558050506407,4th,4th,4th,1.2477351845242721,1.2856213819280642,1.2666139888593904
1.0,0.5493,2,1,2,1,1,1,1,True,sub-STSWD1160,515459,8,515459.0,-1.6048026440801086,-0.9971962455737923,1.4703135238006124,1st,1st,4th,-1.3130709839380073,-1.2879362488510524,1.2666139888593904
1.0,0.30025,2,1,1,1,1,1,1,True,sub-STSWD1160,517891,8,517891.0,-0.9596947575733894,-1.1618040339910887,-0.4444304044774101,1st,1st,2nd,-1.3130709839380073,-1.2879362488510524,-0.3238346378507059
1.0,0.34614,2,1,1,1,1,1,1,True,sub-STSWD1160,520323,8,520323.0,-0.934325631288392,0.3224880192631234,0.8328524838161568,1st,3rd,4th,-1.3130709839380073,0.32412470361133333,1.2666139888593904
1.0,0.81506,2,2,1,1,1,1,1,True,sub-STSWD1160,524803,8,524803.0,-1.1846281854213099,-0.13158471768765598,-0.026867972115006213,1st,2nd,2nd,-1.3130709839380073,-0.32177125557296243,-0.3238346378507059
1.0,0.61399,2,2,2,1,1,1,1,True,sub-STSWD1160,527235,8,527235.0,2.0186074643686767,-0.40230228819087743,-0.4021405274779981,4th,2nd,2nd,1.2477351845242721,-0.32177125557296243,-0.3238346378507059
0.0,1.005,1,2,1,1,1,1,1,True,sub-STSWD1160,529667,8,529667.0,-0.12961933412520113,-0.9581281629187616,-0.9520170643117397,2nd,1st,1st,-0.2359795983556823,-1.2879362488510524,-1.223957159664282
1.0,0.56086,2,2,2,1,1,1,1,True,sub-STSWD1160,532099,8,532099.0,-0.37719693535891163,0.18076012897123084,0.4131259584255103,2nd,3rd,3rd,-0.2359795983556823,0.32412470361133333,0.3009190531663116
1.0,0.9388,1,2,2,1,1,1,1,True,sub-STSWD1160,534531,8,534531.0,0.5414961650536314,1.6660362250859437,-0.7338957127628802,3rd,4th,1st,0.32249396202648206,1.2856213819280642,-1.223957159664282
1.0,0.50974,2,2,2,1,1,1,1,True,sub-STSWD1160,536963,8,536963.0,-0.7648123813761758,0.19695748533654822,-0.3828298540995331,1st,3rd,2nd,-1.3130709839380073,0.32412470361133333,-0.3238346378507059
1.0,0.77967,1,2,2,1,1,1,1,True,sub-STSWD1160,539395,8,539395.0,0.04270020373176833,0.5829194397713093,1.6921458262455114,2nd,3rd,4th,-0.2359795983556823,0.32412470361133333,1.2666139888593904
1.0,0.81867,1,2,2,1,1,1,1,True,sub-STSWD1160,541827,8,541827.0,-1.9245815215693283,0.15791858151351654,-0.3275462602011086,1st,3rd,2nd,-1.3130709839380073,0.32412470361133333,-0.3238346378507059
1.0,0.82749,3,4,1,1,1,1,1,True,sub-STSWD1160,546307,8,546307.0,-0.3734305040584884,0.19328635248774834,-0.4907553738409084,2nd,3rd,2nd,-0.2359795983556823,0.32412470361133333,-0.3238346378507059
1.0,1.1394,3,4,2,1,1,1,1,True,sub-STSWD1160,548739,8,548739.0,0.3375690159050875,-0.29944769163336266,-0.908283254022238,3rd,2nd,1st,0.32249396202648206,-0.32177125557296243,-1.223957159664282
1.0,1.3734,1,4,1,1,1,1,1,True,sub-STSWD1160,551171,8,551171.0,0.006008902763166979,1.9225541040501002,1.2590109384482453,2nd,4th,4th,-0.2359795983556823,1.2856213819280642,1.2666139888593904
0.0,1.2833,4,4,1,1,1,1,1,True,sub-STSWD1160,553603,8,553603.0,0.43559980453091185,1.585497404615607,1.2040432025195993,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
0.0,0.99624,1,4,2,1,1,1,1,True,sub-STSWD1160,556035,8,556035.0,0.6222745253843533,-0.7135816417837298,0.15339567833778872,4th,2nd,3rd,1.2477351845242721,-0.32177125557296243,0.3009190531663116
1.0,0.80518,2,4,2,1,1,1,1,True,sub-STSWD1160,558467,8,558467.0,1.8152236213847381,-1.3992194035243828,-0.42615809627087775,4th,1st,2nd,1.2477351845242721,-1.2879362488510524,-0.3238346378507059
1.0,0.92319,2,4,2,1,1,1,1,True,sub-STSWD1160,560899,8,560899.0,1.1009584054558343,-0.04447501643379651,0.4604298547306746,4th,2nd,3rd,1.2477351845242721,-0.32177125557296243,0.3009190531663116
0.0,1.159,4,4,1,1,1,1,1,True,sub-STSWD1160,563331,8,563331.0,0.5405720521642807,-0.8944779587531309,-0.9414758167312898,3rd,1st,1st,0.32249396202648206,-1.2879362488510524,-1.223957159664282
1.0,0.93893,4,3,2,1,1,1,1,True,sub-STSWD1160,567811,8,567811.0,0.5292627595902354,-0.02419656050595426,-0.24583047876759256,3rd,2nd,2nd,0.32249396202648206,-0.32177125557296243,-0.3238346378507059
1.0,1.0569,4,3,2,1,1,1,1,True,sub-STSWD1160,570243,8,570243.0,0.5805219716477052,0.8735552771463623,0.2898663851718797,3rd,4th,3rd,0.32249396202648206,1.2856213819280642,0.3009190531663116
1.0,0.9038,2,3,2,1,1,1,1,True,sub-STSWD1160,572675,8,572675.0,-0.11838021691618858,-1.55961391062804,0.15875503295489654,2nd,1st,3rd,-0.2359795983556823,-1.2879362488510524,0.3009190531663116
1.0,1.4672,3,3,1,1,1,1,1,True,sub-STSWD1160,575107,8,575107.0,-0.40262165601773986,,-0.9298944904201673,2nd,,1st,-0.2359795983556823,,-1.223957159664282
1.0,1.0467,3,3,1,1,1,1,1,True,sub-STSWD1160,577539,8,577539.0,-3.043000205201338,-1.513921933169709,-1.1860137727307158,1st,1st,1st,-1.3130709839380073,-1.2879362488510524,-1.223957159664282
1.0,1.1927,3,3,2,1,1,1,1,True,sub-STSWD1160,579971,8,579971.0,0.36302219407553427,1.511289703879057,0.6340520274571331,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
1.0,0.91862,3,3,1,1,1,1,1,True,sub-STSWD1160,582403,8,582403.0,1.0787750697534597,0.635220217739701,0.2816495967688791,4th,3rd,3rd,1.2477351845242721,0.32412470361133333,0.3009190531663116
1.0,0.70948,2,3,2,1,1,1,1,True,sub-STSWD1160,584835,8,584835.0,0.6012878878893453,-0.749082250148542,0.7158864279630905,4th,2nd,4th,1.2477351845242721,-0.32177125557296243,1.2666139888593904
1.0,0.73507,2,2,2,1,1,1,1,True,sub-STSWD1160,612909,8,612909.0,1.0522351185671024,-0.7296513421206067,0.6838981024915837,4th,2nd,4th,1.2477351845242721,-0.32177125557296243,1.2666139888593904
1.0,0.89202,3,2,1,1,1,1,1,True,sub-STSWD1160,615341,8,615341.0,0.5052579462476953,0.8662226485493524,0.6287096778278217,3rd,4th,3rd,0.32249396202648206,1.2856213819280642,0.3009190531663116
1.0,1.4919,3,2,2,1,1,1,1,True,sub-STSWD1160,617773,8,617773.0,-0.1688930407629645,,-0.8876571257320707,2nd,,1st,-0.2359795983556823,,-1.223957159664282
1.0,0.73689,3,2,2,1,1,1,1,True,sub-STSWD1160,620205,8,620205.0,0.18148791383551446,-0.2319764751362132,0.2913301344211899,3rd,2nd,3rd,0.32249396202648206,-0.32177125557296243,0.3009190531663116
1.0,0.82682,2,2,2,1,1,1,1,True,sub-STSWD1160,622637,8,622637.0,0.7875294741956264,1.1296087817037794,-0.6564908129368884,4th,4th,2nd,1.2477351845242721,1.2856213819280642,-0.3238346378507059
1.0,0.64177,2,2,2,1,1,1,1,True,sub-STSWD1160,625069,8,625069.0,0.29968111500172717,0.3385542947803461,0.36609118858649337,3rd,3rd,3rd,0.32249396202648206,0.32412470361133333,0.3009190531663116
1.0,0.8598,3,2,1,1,1,1,1,True,sub-STSWD1160,627501,8,627501.0,-1.5781146635647572,0.4059716208351882,0.33683939068970825,1st,3rd,3rd,-1.3130709839380073,0.32412470361133333,0.3009190531663116
1.0,0.74063,2,2,2,1,1,1,1,True,sub-STSWD1160,629933,8,629933.0,-0.7012704964098652,1.7525153002483946,-0.06814416117544465,1st,4th,2nd,-1.3130709839380073,1.2856213819280642,-0.3238346378507059
0.0,0.90753,4,3,1,1,1,1,1,True,sub-STSWD1160,634413,8,634413.0,-0.8338677621088493,0.8228621364485528,0.5965370718614067,1st,4th,3rd,-1.3130709839380073,1.2856213819280642,0.3009190531663116
1.0,0.77545,1,3,2,1,1,1,1,True,sub-STSWD1160,636845,8,636845.0,0.48523839754999504,1.218877601266515,0.9058379860724145,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
1.0,0.64035,1,3,2,1,1,1,1,True,sub-STSWD1160,639277,8,639277.0,-1.8911154841885507,-0.8180509887494493,-0.1838566661609308,1st,1st,2nd,-1.3130709839380073,-1.2879362488510524,-0.3238346378507059
1.0,0.82933,2,3,1,1,1,1,1,True,sub-STSWD1160,641709,8,641709.0,0.2572168789517598,-0.3548671221297821,-0.09383018547695023,3rd,2nd,2nd,0.32249396202648206,-0.32177125557296243,-0.3238346378507059
1.0,1.0273,1,3,1,1,1,1,1,True,sub-STSWD1160,644141,8,644141.0,0.10424413145487055,-0.718488947362757,-1.9891974434410937,3rd,2nd,1st,0.32249396202648206,-0.32177125557296243,-1.223957159664282
1.0,0.58325,2,3,1,1,1,1,1,True,sub-STSWD1160,646573,8,646573.0,0.4735331519611499,0.8161693777570277,0.6443058108650137,3rd,4th,4th,0.32249396202648206,1.2856213819280642,1.2666139888593904
1.0,0.63514,2,3,2,1,1,1,1,True,sub-STSWD1160,649005,8,649005.0,1.2917359327214828,0.5421795125493961,-0.40614519553380535,4th,3rd,2nd,1.2477351845242721,0.32412470361133333,-0.3238346378507059
1.0,1.1301,4,3,2,1,1,1,1,True,sub-STSWD1160,651437,8,651437.0,0.24028516788382775,0.3819862086906893,-2.0457841783852286,3rd,3rd,1st,0.32249396202648206,0.32412470361133333,-1.223957159664282
1.0,0.46605,4,1,2,1,1,1,1,True,sub-STSWD1160,655917,8,655917.0,0.028222948958393803,0.8241242339788977,-1.5823897562168316,2nd,4th,1st,-0.2359795983556823,1.2856213819280642,-1.223957159664282
1.0,0.43091,4,1,2,1,1,1,1,True,sub-STSWD1160,658349,8,658349.0,0.8977432011754861,-1.3176332341002177,-0.03768874994057852,4th,1st,2nd,1.2477351845242721,-1.2879362488510524,-0.3238346378507059
1.0,0.49983,4,1,2,1,1,1,1,True,sub-STSWD1160,660781,8,660781.0,-1.057298226494554,-0.42696445410605943,-0.339422811859205,1st,2nd,2nd,-1.3130709839380073,-0.32177125557296243,-0.3238346378507059
1.0,0.60285,4,1,1,1,1,1,1,True,sub-STSWD1160,663213,8,663213.0,1.0355676103580191,-0.1865199432108164,-0.36173947280728674,4th,2nd,2nd,1.2477351845242721,-0.32177125557296243,-0.3238346378507059
0.0,0.4017,4,1,1,1,1,1,1,True,sub-STSWD1160,665645,8,665645.0,0.036450432925701014,-0.018680667728838547,-0.3387217733189426,2nd,2nd,2nd,-0.2359795983556823,-0.32177125557296243,-0.3238346378507059
1.0,0.61565,4,1,2,1,1,1,1,True,sub-STSWD1160,668077,8,668077.0,0.4924156144098917,0.8041775155302668,-0.46052946430160757,3rd,4th,2nd,0.32249396202648206,1.2856213819280642,-0.3238346378507059
0.0,0.74057,4,1,1,1,1,1,1,True,sub-STSWD1160,670509,8,670509.0,0.37911159514788684,0.12598372032379487,0.3127276081203497,3rd,3rd,3rd,0.32249396202648206,0.32412470361133333,0.3009190531663116
0.0,0.68751,4,1,1,1,1,1,1,True,sub-STSWD1160,672941,8,672941.0,-0.25711262685178954,0.18029287557115273,0.9996735449535811,2nd,3rd,4th,-0.2359795983556823,0.32412470361133333,1.2666139888593904
1.0,0.91039,4,4,2,1,1,1,1,True,sub-STSWD1160,677421,8,677421.0,0.420378306006017,0.5805331804413156,-0.347043379669469,3rd,3rd,2nd,0.32249396202648206,0.32412470361133333,-0.3238346378507059
0.0,1.2903,4,4,1,1,1,1,1,True,sub-STSWD1160,679853,8,679853.0,-0.12273539643136576,0.11897827771863691,1.337214452081315,2nd,3rd,4th,-0.2359795983556823,0.32412470361133333,1.2666139888593904
1.0,0.64727,2,4,2,1,1,1,1,True,sub-STSWD1160,682285,8,682285.0,-0.9858820215079547,0.21455799144598675,0.8133640790729904,1st,3rd,4th,-1.3130709839380073,0.32412470361133333,1.2666139888593904
1.0,0.60522,2,4,1,1,1,1,1,True,sub-STSWD1160,684717,8,684717.0,0.07194311866060452,1.3911138822901428,0.024168173728866066,3rd,4th,3rd,0.32249396202648206,1.2856213819280642,0.3009190531663116
1.0,1.0091,3,4,1,1,1,1,1,True,sub-STSWD1160,687149,8,687149.0,0.4555107210818786,-0.1340285512029988,-0.32158080957264784,3rd,2nd,2nd,0.32249396202648206,-0.32177125557296243,-0.3238346378507059
1.0,0.66808,3,4,2,1,1,1,1,True,sub-STSWD1160,689581,8,689581.0,0.816070193587046,1.356727770113012,0.661841187480879,4th,4th,4th,1.2477351845242721,1.2856213819280642,1.2666139888593904
1.0,0.9651,3,4,2,1,1,1,1,True,sub-STSWD1160,692013,8,692013.0,-0.589091516785913,0.4889895618709598,-0.5685894301840358,2nd,3rd,2nd,-0.2359795983556823,0.32412470361133333,-0.3238346378507059
1.0,0.95595,1,4,2,1,1,1,1,True,sub-STSWD1160,694445,8,694445.0,0.10590579154461949,0.06058955427042405,-0.8351317123736538,3rd,3rd,1st,0.32249396202648206,0.32412470361133333,-1.223957159664282
1.0,1.0998,3,3,2,1,1,1,1,True,sub-STSWD1160,698925,8,698925.0,0.6562350934963379,-0.9733882510988592,0.246741534162085,4th,1st,3rd,1.2477351845242721,-1.2879362488510524,0.3009190531663116
1.0,0.63777,1,3,1,1,1,1,1,True,sub-STSWD1160,701357,8,701357.0,2.063450309778499,-0.7679350563964817,-0.16967399911182818,4th,1st,2nd,1.2477351845242721,-1.2879362488510524,-0.3238346378507059
1.0,0.61871,3,3,1,1,1,1,1,True,sub-STSWD1160,703789,8,703789.0,-0.9173654852180867,-1.4048577344428503,-0.8310909927007112,1st,1st,1st,-1.3130709839380073,-1.2879362488510524,-1.223957159664282
0.0,1.7897,4,3,1,1,1,1,1,False,sub-STSWD1160,706221,8,706221.0,,,,,,,,,
1.0,1.1749,4,3,2,1,1,1,1,True,sub-STSWD1160,708653,8,708653.0,-1.2450232580354974,-0.8318446397495725,0.02708604984559337,1st,1st,3rd,-1.3130709839380073,-1.2879362488510524,0.3009190531663116
0.0,0.99459,4,3,1,1,1,1,1,True,sub-STSWD1160,711085,8,711085.0,-0.09020943797535037,0.16749518647261555,0.3939201791749403,2nd,3rd,3rd,-0.2359795983556823,0.32412470361133333,0.3009190531663116
1.0,1.4615,4,3,1,1,1,1,1,True,sub-STSWD1160,713516,8,713516.0,-0.20897352592014426,,-0.7186732332414746,2nd,,1st,-0.2359795983556823,,-1.223957159664282
0.0,1.2383,1,3,1,1,1,1,1,True,sub-STSWD1160,715948,8,715948.0,-1.2674503641895691,-1.6701386203113235,0.05060586719340881,1st,1st,3rd,-1.3130709839380073,-1.2879362488510524,0.3009190531663116
1.0,0.96327,3,4,1,1,1,1,1,True,sub-STSWD1160,720428,8,720428.0,-2.027362615952985,-0.8551111628076443,-0.14218921135305718,1st,1st,2nd,-1.3130709839380073,-1.2879362488510524,-0.3238346378507059
1.0,0.94017,4,4,2,1,1,1,1,True,sub-STSWD1160,722860,8,722860.0,0.1081618244705127,-0.025724570196116722,-1.225262265770945,3rd,2nd,1st,0.32249396202648206,-0.32177125557296243,-1.223957159664282
1.0,0.94365,1,4,2,1,1,1,1,True,sub-STSWD1160,725292,8,725292.0,1.071178765118893,0.03968718966192539,-1.0241518232735758,4th,3rd,1st,1.2477351845242721,0.32412470361133333,-1.223957159664282
