probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
1.0,0.47174,1,2,2,1,1,1,1,True,sub-STSWD1216,849679,8,849679.0,-1.844868624302689,-0.22519631522064773,0.0017908049118156735,1st,2nd,2nd,-1.280978706987739,-0.4048534657045594,-0.35519714969012356
1.0,0.29476,1,2,1,1,1,1,1,True,sub-STSWD1216,852111,8,852111.0,-0.6725310756353386,-0.1154609257966337,2.3039598812023345,1st,2nd,4th,-1.280978706987739,-0.4048534657045594,1.2642492872028428
0.0,1.0456,1,3,2,1,1,1,1,True,sub-STSWD1216,856591,8,856591.0,-0.8470000928189899,1.3812757169654268,1.099414254740661,1st,4th,4th,-1.280978706987739,1.345142619700568,1.2642492872028428
1.0,0.58457,1,3,2,1,1,1,1,True,sub-STSWD1216,859023,8,859023.0,-0.7472312904549522,0.7421328478606399,0.46637627005334403,1st,4th,3rd,-1.280978706987739,1.345142619700568,0.35148540866570177
1.0,0.59084,2,3,1,1,1,1,1,True,sub-STSWD1216,861455,8,861455.0,0.14310039592161822,0.2029785302575769,0.5825693500722431,3rd,3rd,3rd,0.33369279579924627,0.2498475018944404,0.35148540866570177
1.0,0.81173,4,3,2,1,1,1,1,True,sub-STSWD1216,863887,8,863887.0,0.5775452681168658,0.27158495058539267,0.7277850438050918,3rd,3rd,4th,0.33369279579924627,0.2498475018944404,1.2642492872028428
1.0,0.51433,1,3,1,1,1,1,1,True,sub-STSWD1216,866319,8,866319.0,-0.3430524616544137,-0.7340012370193275,-2.2780661171399954,2nd,1st,1st,-0.3000598929784519,-1.1925586240749826,-1.2605955421319275
1.0,0.39461,1,3,2,1,1,1,1,True,sub-STSWD1216,868751,8,868751.0,1.459636122355165,1.2254674264820287,-0.8809756458148943,4th,4th,1st,1.2478713182735195,1.345142619700568,-1.2605955421319275
0.0,0.69153,2,3,2,1,1,1,1,True,sub-STSWD1216,871183,8,871183.0,-0.8176250586266954,-1.1981474355932202,-0.545950453349685,1st,1st,2nd,-1.280978706987739,-1.1925586240749826,-0.35519714969012356
1.0,1.3115,4,3,1,1,1,1,1,True,sub-STSWD1216,873615,8,873615.0,0.829297098586867,1.357805655891017,0.6927316220865256,4th,4th,4th,1.2478713182735195,1.345142619700568,1.2642492872028428
1.0,0.66795,4,4,2,1,1,1,1,True,sub-STSWD1216,878095,8,878095.0,0.15665626715042913,-0.07234409603105409,-1.5051674684434475,3rd,2nd,1st,0.33369279579924627,-0.4048534657045594,-1.2605955421319275
0.0,0.71899,4,4,1,1,1,1,1,True,sub-STSWD1216,880527,8,880527.0,0.5964226787650703,-0.3203243907892832,0.9542479615908296,3rd,2nd,4th,0.33369279579924627,-0.4048534657045594,1.2642492872028428
0.0,1.2149,4,4,1,1,1,1,1,True,sub-STSWD1216,882959,8,882959.0,-0.7121765786964804,-0.2871764095473297,1.341140955911347,1st,2nd,4th,-1.280978706987739,-0.4048534657045594,1.2642492872028428
1.0,0.6132,1,4,1,1,1,1,1,True,sub-STSWD1216,885391,8,885391.0,-0.6900079326868087,-0.14951053840455553,-1.277506354148566,1st,2nd,1st,-1.280978706987739,-0.4048534657045594,-1.2605955421319275
0.0,0.77107,2,4,2,1,1,1,1,True,sub-STSWD1216,887823,8,887823.0,-0.3598025820231082,-1.2214653595182174,-0.42784807420556525,2nd,1st,2nd,-0.3000598929784519,-1.1925586240749826,-0.35519714969012356
1.0,0.60701,2,4,1,1,1,1,1,True,sub-STSWD1216,890255,8,890255.0,1.7621289788451642,0.5698073789201235,-1.1480392310627345,4th,3rd,1st,1.2478713182735195,0.2498475018944404,-1.2605955421319275
1.0,0.43494,1,4,2,1,1,1,1,True,sub-STSWD1216,892687,8,892687.0,-0.3981152386419469,-0.6671339255794552,-1.730974416990774,2nd,2nd,1st,-0.3000598929784519,-0.4048534657045594,-1.2605955421319275
1.0,0.85887,3,4,2,1,1,1,1,True,sub-STSWD1216,895119,8,895119.0,0.7959720831924788,-0.6243355990553383,0.4828668727520883,4th,2nd,3rd,1.2478713182735195,-0.4048534657045594,0.35148540866570177
0.0,0.61904,2,1,1,1,1,1,1,True,sub-STSWD1219,9772,8,9772.0,0.8458590210603673,-0.5326533963698746,-3.250806810976841,4th,2nd,1st,1.2628760842621114,-0.24535231988974607,-1.320728556150862
1.0,0.71689,2,1,2,1,1,1,1,True,sub-STSWD1219,12204,8,12204.0,-0.37202488263662703,0.28674099668093195,1.1698679597873793,2nd,3rd,4th,-0.32255438889316707,0.32615671665799917,1.2026843654261068
0.0,0.51582,2,1,1,1,1,1,1,True,sub-STSWD1219,14636,8,14636.0,1.312734654707019,0.3588344620165937,-0.5825057389290471,4th,3rd,2nd,1.2628760842621114,0.32615671665799917,-0.287105622597912
0.0,0.53476,2,1,2,1,1,1,1,True,sub-STSWD1219,17067,8,17067.0,0.10314700418648859,0.922154506332558,1.1124658052015985,3rd,4th,4th,0.30969450878662375,1.2355281472506527,1.2026843654261068
1.0,0.81768,2,1,2,1,1,1,1,True,sub-STSWD1219,19499,8,19499.0,0.26664874813042705,0.22902311024005362,-1.498847322075794,3rd,3rd,1st,0.30969450878662375,0.32615671665799917,-1.320728556150862
1.0,0.60562,2,1,2,1,1,1,1,True,sub-STSWD1219,21931,8,21931.0,-0.2652119991649028,0.13949821830650785,-0.747141464814901,2nd,3rd,1st,-0.32255438889316707,0.32615671665799917,-1.320728556150862
1.0,0.5796,2,1,1,1,1,1,1,True,sub-STSWD1219,24363,8,24363.0,1.404585633990989,0.20445012937260978,1.6959415660634922,4th,3rd,4th,1.2628760842621114,0.32615671665799917,1.2026843654261068
1.0,0.44652,2,1,2,1,1,1,1,True,sub-STSWD1219,26795,8,26795.0,0.9086189127530143,0.05946583302248968,-2.1126779199656096,4th,2nd,1st,1.2628760842621114,-0.24535231988974607,-1.320728556150862
0.0,1.0144,2,3,1,1,1,1,1,True,sub-STSWD1219,31275,8,31275.0,-0.8082349214016359,-0.49843822616063205,0.8289810065534552,1st,2nd,4th,-1.2451772274557769,-0.24535231988974607,1.2026843654261068
1.0,0.9283,2,3,1,1,1,1,1,True,sub-STSWD1219,33707,8,33707.0,1.912428199152223,0.2549688283126087,-0.5058890519953488,4th,3rd,2nd,1.2628760842621114,0.32615671665799917,-0.287105622597912
1.0,1.3932,2,3,2,1,1,1,1,True,sub-STSWD1219,36139,8,36139.0,0.6878381036956033,-0.5919552070099257,-0.2616763076310893,4th,2nd,2nd,1.2628760842621114,-0.24535231988974607,-0.287105622597912
0.0,1.0792,2,3,2,1,1,1,1,True,sub-STSWD1219,38571,8,38571.0,-0.3622501228956036,-0.6081665243621803,1.5213532034998978,2nd,2nd,4th,-0.32255438889316707,-0.24535231988974607,1.2026843654261068
1.0,0.66744,3,3,1,1,1,1,1,True,sub-STSWD1219,41003,8,41003.0,0.5455604262181515,-1.4083304820565081,-1.6317161406599234,3rd,1st,1st,0.30969450878662375,-1.3150699753194022,-1.320728556150862
1.0,0.71203,2,3,1,1,1,1,1,True,sub-STSWD1219,43435,8,43435.0,-1.0139411564922234,-2.609575041291421,0.42502207372818607,1st,1st,3rd,-1.2451772274557769,-1.3150699753194022,0.4115807627404872
0.0,0.69495,3,3,2,1,1,1,1,True,sub-STSWD1219,45867,8,45867.0,-0.7692346306174737,1.3319390435273464,0.5864188758824584,1st,4th,3rd,-1.2451772274557769,1.2355281472506527,0.4115807627404872
1.0,1.2412,1,3,2,1,1,1,1,True,sub-STSWD1219,48299,8,48299.0,-0.02049759846755491,-1.2037842310101392,0.5221259593315183,2nd,1st,3rd,-0.32255438889316707,-1.3150699753194022,0.4115807627404872
1.0,0.78081,2,4,1,1,1,1,1,True,sub-STSWD1219,52779,8,52779.0,-0.6282180153373348,0.267010407059013,0.8019050766202714,2nd,3rd,4th,-0.32255438889316707,0.32615671665799917,1.2026843654261068
1.0,1.481,4,4,1,1,1,1,1,False,sub-STSWD1219,55211,8,55211.0,-0.9122406906638431,,0.6568123292872071,1st,,3rd,-1.2451772274557769,,0.4115807627404872
1.0,0.93362,4,4,2,1,1,1,1,True,sub-STSWD1219,57643,8,57643.0,0.961995403162175,-0.5018300879076749,-0.6705926068732734,4th,2nd,1st,1.2628760842621114,-0.24535231988974607,-1.320728556150862
1.0,0.84461,2,4,1,1,1,1,1,True,sub-STSWD1219,60075,8,60075.0,2.1316908001471666,1.3021318959471866,-0.5467108897601427,4th,4th,2nd,1.2628760842621114,1.2355281472506527,-0.287105622597912
0.0,1.0705,1,4,1,1,1,1,1,True,sub-STSWD1219,62507,8,62507.0,-0.9018554414397604,-1.1509590929028963,0.3667512117967724,1st,1st,3rd,-1.2451772274557769,-1.3150699753194022,0.4115807627404872
1.0,1.1265,3,4,2,1,1,1,1,True,sub-STSWD1219,64939,8,64939.0,0.9313942175729372,0.8529943923378999,0.9978453939269301,4th,4th,4th,1.2628760842621114,1.2355281472506527,1.2026843654261068
1.0,0.81837,1,4,2,1,1,1,1,True,sub-STSWD1219,67371,8,67371.0,-0.9900212139857515,-1.363513723054714,-1.4095603850229013,1st,1st,1st,-1.2451772274557769,-1.3150699753194022,-1.320728556150862
1.0,0.7223,1,4,2,1,1,1,1,True,sub-STSWD1219,69803,8,69803.0,-1.4569465236851216,-0.06625506002410943,-0.2353661484746752,1st,2nd,2nd,-1.2451772274557769,-0.24535231988974607,-0.287105622597912
1.0,0.81724,1,2,2,1,1,1,1,True,sub-STSWD1219,74282,8,74282.0,-0.38838629519854523,-0.9344165228625604,-1.3850756570986804,2nd,1st,1st,-0.32255438889316707,-1.3150699753194022,-1.320728556150862
1.0,1.0361,1,2,1,1,1,1,1,True,sub-STSWD1219,76714,8,76714.0,-0.7329927314492413,-1.047803374355776,1.0886636688554276,1st,1st,4th,-1.2451772274557769,-1.3150699753194022,1.2026843654261068
1.0,0.63097,3,2,1,1,1,1,1,True,sub-STSWD1219,79146,8,79146.0,1.3463202246495187,0.5984772894548841,-1.164901582673579,4th,3rd,1st,1.2628760842621114,0.32615671665799917,-1.320728556150862
0.0,0.65603,1,2,2,1,1,1,1,True,sub-STSWD1219,81578,8,81578.0,-2.694243588802227,-3.1310414870042576,-1.5410433514495918,1st,1st,1st,-1.2451772274557769,-1.3150699753194022,-1.320728556150862
1.0,0.46774,3,2,2,1,1,1,1,True,sub-STSWD1219,84010,8,84010.0,1.635502073288503,1.104429092255308,-1.9771259670923522,4th,4th,1st,1.2628760842621114,1.2355281472506527,-1.320728556150862
0.0,0.97088,3,2,2,1,1,1,1,True,sub-STSWD1219,86442,8,86442.0,0.08310200777289183,-1.4391996152343276,-0.3613344664224812,3rd,1st,2nd,0.30969450878662375,-1.3150699753194022,-0.287105622597912
1.0,0.68283,3,2,1,1,1,1,1,True,sub-STSWD1219,88874,8,88874.0,-1.5307547906384733,0.07310743683167706,-0.8832394288991148,1st,2nd,1st,-1.2451772274557769,-0.24535231988974607,-1.320728556150862
1.0,0.64973,1,2,1,1,1,1,1,True,sub-STSWD1219,91306,8,91306.0,-0.2486974778239385,2.045344535168239,-2.435864492654599,2nd,4th,1st,-0.32255438889316707,1.2355281472506527,-1.320728556150862
0.0,0.4436,4,1,1,1,1,1,1,True,sub-STSWD1219,95786,8,95786.0,0.680035919109088,0.31982221147336537,-1.3514119001338212,4th,3rd,1st,1.2628760842621114,0.32615671665799917,-1.320728556150862
1.0,0.44458,4,1,1,1,1,1,1,True,sub-STSWD1219,98218,8,98218.0,0.15563935720654418,-0.7191102718139478,-1.4594693091117121,3rd,1st,1st,0.30969450878662375,-1.3150699753194022,-1.320728556150862
1.0,0.46149,4,1,1,1,1,1,1,True,sub-STSWD1219,100650,8,100650.0,1.2383860791553902,0.4904429646601818,-2.0982691546055148,4th,3rd,1st,1.2628760842621114,0.32615671665799917,-1.320728556150862
0.0,0.3374,4,1,1,1,1,1,1,True,sub-STSWD1219,103082,8,103082.0,1.7295353237642088,0.7031260555587999,-0.4902542643008891,4th,4th,2nd,1.2628760842621114,1.2355281472506527,-0.287105622597912
1.0,0.37733,4,1,2,1,1,1,1,True,sub-STSWD1219,105514,8,105514.0,0.05246924250144676,-0.2679466126946294,0.7567602316279051,3rd,2nd,4th,0.30969450878662375,-0.24535231988974607,1.2026843654261068
1.0,0.34131,4,1,1,1,1,1,1,True,sub-STSWD1219,107946,8,107946.0,0.12033313314176412,0.26255226139015236,-0.2806040788705648,3rd,3rd,2nd,0.30969450878662375,0.32615671665799917,-0.287105622597912
1.0,0.33529,4,1,2,1,1,1,1,True,sub-STSWD1219,110378,8,110378.0,0.3538514318152729,0.6448853584936677,-0.3327068440775148,3rd,3rd,2nd,0.30969450878662375,0.32615671665799917,-0.287105622597912
0.0,0.3951,4,1,2,1,1,1,1,True,sub-STSWD1219,112810,8,112810.0,0.33449933241724683,0.35289707365165734,0.5971076110446892,3rd,3rd,3rd,0.30969450878662375,0.32615671665799917,0.4115807627404872
0.0,0.67808,3,4,1,1,1,1,1,True,sub-STSWD1219,117290,8,117290.0,-0.334376272263381,-0.03228772133107133,-1.3946555398360725,2nd,2nd,1st,-0.32255438889316707,-0.24535231988974607,-1.320728556150862
0.0,0.81698,3,4,1,1,1,1,1,True,sub-STSWD1219,119722,8,119722.0,-1.2128170384544428,0.6565740345011214,-0.27551788092845253,1st,3rd,2nd,-1.2451772274557769,0.32615671665799917,-0.287105622597912
0.0,1.0539,3,4,2,1,1,1,1,True,sub-STSWD1219,122154,8,122154.0,1.1438602459024938,0.07360128221908846,-0.49717837422790695,4th,2nd,2nd,1.2628760842621114,-0.24535231988974607,-0.287105622597912
0.0,0.97684,4,4,2,1,1,1,1,True,sub-STSWD1219,124586,8,124586.0,-0.8647412129856977,-1.156420484063297,-0.05008544587705113,1st,1st,2nd,-1.2451772274557769,-1.3150699753194022,-0.287105622597912
1.0,0.78378,4,4,1,1,1,1,1,True,sub-STSWD1219,127018,8,127018.0,0.39809903024633136,0.3718161633606806,0.1557000871570178,3rd,3rd,3rd,0.30969450878662375,0.32615671665799917,0.4115807627404872
1.0,0.83067,1,4,2,1,1,1,1,True,sub-STSWD1219,129450,8,129450.0,1.5142218964665564,-0.4867879429713192,-0.1367057207006754,4th,2nd,2nd,1.2628760842621114,-0.24535231988974607,-0.287105622597912
0.0,1.0786,2,4,1,1,1,1,1,True,sub-STSWD1219,131882,8,131882.0,-0.00478626366528114,-1.6343094391855093,-0.5077322188111743,2nd,1st,2nd,-0.32255438889316707,-1.3150699753194022,-0.287105622597912
0.0,0.91958,2,4,2,1,1,1,1,True,sub-STSWD1219,134314,8,134314.0,0.7366833340978655,1.2641735688788176,1.176095783075105,4th,4th,4th,1.2628760842621114,1.2355281472506527,1.2026843654261068
1.0,0.63642,2,2,1,1,1,1,1,True,sub-STSWD1219,138794,8,138794.0,-2.36704167505321,-2.896072538951718,0.05978496433792667,1st,1st,3rd,-1.2451772274557769,-1.3150699753194022,0.4115807627404872
1.0,0.52627,4,2,2,1,1,1,1,True,sub-STSWD1219,141226,8,141226.0,0.24740579000625887,0.9471391565034217,-1.891567042870427,3rd,4th,1st,0.30969450878662375,1.2355281472506527,-1.320728556150862
1.0,0.56733,4,2,2,1,1,1,1,True,sub-STSWD1219,143658,8,143658.0,-0.27551617222167346,1.0083697722056897,0.7267646159022131,2nd,4th,3rd,-0.32255438889316707,1.2355281472506527,0.4115807627404872
1.0,0.82526,2,2,1,1,1,1,1,True,sub-STSWD1219,146090,8,146090.0,-0.1389214943805882,1.3234826354271028,-0.29648427664339094,2nd,4th,2nd,-0.32255438889316707,1.2355281472506527,-0.287105622597912
1.0,0.7512,4,2,2,1,1,1,1,True,sub-STSWD1219,148522,8,148522.0,1.474604051190935,1.9349258964699994,0.6480142974116484,4th,4th,3rd,1.2628760842621114,1.2355281472506527,0.4115807627404872
1.0,0.51809,4,2,2,1,1,1,1,True,sub-STSWD1219,150954,8,150954.0,-0.2410582173020285,-0.017469344277016883,-1.7447458889457437,2nd,2nd,1st,-0.32255438889316707,-0.24535231988974607,-1.320728556150862
1.0,0.38302,2,2,1,1,1,1,1,True,sub-STSWD1219,153386,8,153386.0,0.369081935175955,1.4026053435257633,0.8005302001265373,3rd,4th,4th,0.30969450878662375,1.2355281472506527,1.2026843654261068
1.0,0.886,2,2,2,1,1,1,1,True,sub-STSWD1219,155818,8,155818.0,-1.4265513404054537,-1.1959411209544222,0.10651519601729616,1st,1st,3rd,-1.2451772274557769,-1.3150699753194022,0.4115807627404872
1.0,0.68483,1,3,1,1,1,1,1,True,sub-STSWD1219,160297,8,160297.0,-0.5488096560462146,0.8606024370293444,-0.33094985231843577,2nd,4th,2nd,-0.32255438889316707,1.2355281472506527,-0.287105622597912
1.0,0.60682,1,3,2,1,1,1,1,True,sub-STSWD1219,162729,8,162729.0,-0.41140893710422055,0.3496312083602222,1.3176777491589005,2nd,3rd,4th,-0.32255438889316707,0.32615671665799917,1.2026843654261068
1.0,0.85473,4,3,1,1,1,1,1,True,sub-STSWD1219,165161,8,165161.0,-3.40580862968915,-3.123568800105997,0.11563258271200874,1st,1st,3rd,-1.2451772274557769,-1.3150699753194022,0.4115807627404872
1.0,0.62762,4,3,2,1,1,1,1,True,sub-STSWD1219,167593,8,167593.0,0.21004005838099615,1.0553617360440282,0.7366318853167367,3rd,4th,3rd,0.30969450878662375,1.2355281472506527,0.4115807627404872
1.0,0.6776,2,3,1,1,1,1,1,True,sub-STSWD1219,170025,8,170025.0,1.3621623385943025,-0.7814721701614475,-0.35239465146975024,4th,1st,2nd,1.2628760842621114,-1.3150699753194022,-0.287105622597912
0.0,1.0305,1,3,2,1,1,1,1,True,sub-STSWD1219,172457,8,172457.0,0.20089226639454613,1.2045738822750631,1.460875487163823,3rd,4th,4th,0.30969450878662375,1.2355281472506527,1.2026843654261068
1.0,0.83533,1,3,2,1,1,1,1,True,sub-STSWD1219,174889,8,174889.0,-1.1333048257360059,-0.7851940107086047,-0.27143110868905934,1st,1st,2nd,-1.2451772274557769,-1.3150699753194022,-0.287105622597912
1.0,0.98741,1,3,1,1,1,1,1,True,sub-STSWD1219,177321,8,177321.0,-0.7646634428522026,-1.9242656698186973,0.7930815728530192,1st,1st,4th,-1.2451772274557769,-1.3150699753194022,1.2026843654261068
1.0,0.62253,4,4,2,1,1,1,1,True,sub-STSWD1219,207951,8,207951.0,-0.11586759524449708,-0.6453401164699417,0.6343992202512303,2nd,2nd,3rd,-0.32255438889316707,-0.24535231988974607,0.4115807627404872
0.0,0.71947,2,4,2,1,1,1,1,True,sub-STSWD1219,210383,8,210383.0,-1.4286006879774718,0.5463856530113043,-0.7972129290637479,1st,3rd,1st,-1.2451772274557769,0.32615671665799917,-1.320728556150862
0.0,0.68033,1,4,1,1,1,1,1,True,sub-STSWD1219,212815,8,212815.0,-0.05113262280933087,-0.9633639207102217,-0.5513799817567544,2nd,1st,2nd,-0.32255438889316707,-1.3150699753194022,-0.287105622597912
1.0,1.2564,3,4,2,1,1,1,1,True,sub-STSWD1219,215247,8,215247.0,-0.563583640596313,-1.1745574976278867,1.3745508931264356,2nd,1st,4th,-0.32255438889316707,-1.3150699753194022,1.2026843654261068
1.0,0.75126,3,4,2,1,1,1,1,True,sub-STSWD1219,217679,8,217679.0,-0.8151758001004207,-1.573346987337193,0.8226127728594042,1st,1st,4th,-1.2451772274557769,-1.3150699753194022,1.2026843654261068
1.0,0.7672,3,4,1,1,1,1,1,True,sub-STSWD1219,220111,8,220111.0,-0.7220176013531516,-0.9677981584076618,1.3550141944609155,1st,1st,4th,-1.2451772274557769,-1.3150699753194022,1.2026843654261068
0.0,0.69909,1,4,1,1,1,1,1,True,sub-STSWD1219,222543,8,222543.0,-1.3518189272701746,-1.113949850868339,-0.4466821530204799,1st,1st,2nd,-1.2451772274557769,-1.3150699753194022,-0.287105622597912
1.0,0.71906,2,4,1,1,1,1,1,True,sub-STSWD1219,224975,8,224975.0,0.7509748376848392,0.38646222720184503,-0.952369340703542,4th,3rd,1st,1.2628760842621114,0.32615671665799917,-1.320728556150862
1.0,0.32006,3,1,2,1,1,1,1,True,sub-STSWD1219,229455,8,229455.0,1.8559550109475509,1.2250020545776135,0.16715154557288026,4th,4th,3rd,1.2628760842621114,1.2355281472506527,0.4115807627404872
1.0,0.25891,3,1,2,1,1,1,1,True,sub-STSWD1219,231887,8,231887.0,-0.6429578274978663,-0.2559425552147599,-0.6687249426490426,1st,2nd,1st,-1.2451772274557769,-0.24535231988974607,-1.320728556150862
1.0,0.28286,3,1,1,1,1,1,1,True,sub-STSWD1219,234319,8,234319.0,0.9255123605251707,1.2103024351043383,-1.3202029068081886,4th,4th,1st,1.2628760842621114,1.2355281472506527,-1.320728556150862
1.0,0.36175,3,1,1,1,1,1,1,True,sub-STSWD1219,236751,8,236751.0,2.1827597469411133,1.6454244772271613,1.7130820828826263,4th,4th,4th,1.2628760842621114,1.2355281472506527,1.2026843654261068
1.0,0.26872,3,1,2,1,1,1,1,True,sub-STSWD1219,239183,8,239183.0,2.909172422219444,0.46463208562345487,-0.9097217110079798,4th,3rd,1st,1.2628760842621114,0.32615671665799917,-1.320728556150862
1.0,0.31266,3,1,2,1,1,1,1,True,sub-STSWD1219,241615,8,241615.0,0.6239627039209253,-0.26301793075529906,-0.6257028470201305,3rd,2nd,1st,0.30969450878662375,-0.24535231988974607,-1.320728556150862
1.0,0.2986,3,1,1,1,1,1,1,True,sub-STSWD1219,244047,8,244047.0,-0.633432304538037,0.3507884012817772,-1.4382301585421375,2nd,3rd,1st,-0.32255438889316707,0.32615671665799917,-1.320728556150862
1.0,0.29249,3,1,1,1,1,1,1,True,sub-STSWD1219,246479,8,246479.0,-0.44359038921874644,0.35233325426586926,-1.5934016116760377,2nd,3rd,1st,-0.32255438889316707,0.32615671665799917,-1.320728556150862
1.0,0.65333,1,2,1,1,1,1,1,True,sub-STSWD1219,250959,8,250959.0,0.8106909484481143,-0.16143167864779512,0.1076815908232633,4th,2nd,3rd,1.2628760842621114,-0.24535231988974607,0.4115807627404872
1.0,0.59329,1,2,1,1,1,1,1,True,sub-STSWD1219,253391,8,253391.0,0.14574574801714685,1.4415251061086012,0.0007976481365507493,3rd,4th,2nd,0.30969450878662375,1.2355281472506527,-0.287105622597912
0.0,1.0183,4,2,1,1,1,1,1,True,sub-STSWD1219,255823,8,255823.0,1.5817300520001791,1.6716038482792397,1.6021664538013676,4th,4th,4th,1.2628760842621114,1.2355281472506527,1.2026843654261068
1.0,0.57019,4,2,2,1,1,1,1,True,sub-STSWD1219,258255,8,258255.0,-0.3931525474421071,0.09181326414660496,0.4059452835534784,2nd,2nd,3rd,-0.32255438889316707,-0.24535231988974607,0.4115807627404872
1.0,0.57109,1,2,1,1,1,1,1,True,sub-STSWD1219,260687,8,260687.0,0.7503477000279776,-0.5560651483135549,0.5348781670752654,4th,2nd,3rd,1.2628760842621114,-0.24535231988974607,0.4115807627404872
1.0,0.52103,4,2,1,1,1,1,1,True,sub-STSWD1219,263119,8,263119.0,-0.1407687290690323,-0.0599984926395179,-0.7870163087120317,2nd,2nd,1st,-0.32255438889316707,-0.24535231988974607,-1.320728556150862
1.0,0.86595,4,2,1,1,1,1,1,True,sub-STSWD1219,265551,8,265551.0,1.0867951786647112,0.8570287757820255,-0.19670151626417964,4th,4th,2nd,1.2628760842621114,1.2355281472506527,-0.287105622597912
1.0,0.37884,1,2,2,1,1,1,1,True,sub-STSWD1219,267983,8,267983.0,0.821799977577625,0.3016958014012867,0.4304550844040037,4th,3rd,3rd,1.2628760842621114,0.32615671665799917,0.4115807627404872
1.0,0.83372,2,3,2,1,1,1,1,True,sub-STSWD1219,272463,8,272463.0,-0.4027979359840914,-0.1235408756353575,-1.5679905754703296,2nd,2nd,1st,-0.32255438889316707,-0.24535231988974607,-1.320728556150862
1.0,0.64274,2,3,1,1,1,1,1,True,sub-STSWD1219,274894,8,274894.0,-1.706658169171985,-1.1858874384692017,-0.23582608696903182,1st,1st,2nd,-1.2451772274557769,-1.3150699753194022,-0.287105622597912
0.0,0.80676,2,3,2,1,1,1,1,True,sub-STSWD1219,277326,8,277326.0,-0.3803943317514017,-0.6733663644107238,0.553681490492619,2nd,1st,3rd,-0.32255438889316707,-1.3150699753194022,0.4115807627404872
0.0,0.64457,1,3,1,1,1,1,1,True,sub-STSWD1219,279758,8,279758.0,0.3652823886605718,-0.007561889437293138,-0.37244857968134554,3rd,2nd,2nd,0.30969450878662375,-0.24535231988974607,-0.287105622597912
1.0,0.8285,3,3,1,1,1,1,1,True,sub-STSWD1219,282190,8,282190.0,-0.12161602149025004,0.10899218770458054,-1.4966398030081516,2nd,3rd,1st,-0.32255438889316707,0.32615671665799917,-1.320728556150862
1.0,1.0574,1,3,1,1,1,1,1,True,sub-STSWD1219,284622,8,284622.0,-0.6284753032401788,0.18301338810933127,0.4362420024154524,2nd,3rd,3rd,-0.32255438889316707,0.32615671665799917,0.4115807627404872
0.0,0.71038,1,3,1,1,1,1,1,True,sub-STSWD1219,287054,8,287054.0,0.5212420485590294,1.7322753775394377,-0.08041916988694006,3rd,4th,2nd,0.30969450878662375,1.2355281472506527,-0.287105622597912
0.0,0.8993,3,3,2,1,1,1,1,True,sub-STSWD1219,289486,8,289486.0,-2.605567039331211,-2.1778961275754245,1.013369323082855,1st,1st,4th,-1.2451772274557769,-1.3150699753194022,1.2026843654261068
0.0,0.90218,3,2,2,1,1,1,1,True,sub-STSWD1219,293966,8,293966.0,0.10802128526241883,-1.8662794502867153,0.887800004371758,3rd,1st,4th,0.30969450878662375,-1.3150699753194022,1.2026843654261068
,,4,2,2,1,1,1,1,True,sub-STSWD1219,296398,8,,,,,,,,,,
1.0,0.95709,3,2,2,1,1,1,1,True,sub-STSWD1219,298830,8,298830.0,-1.000255449367698,1.3066975612123737,1.5162639063756942,1st,4th,4th,-1.2451772274557769,1.2355281472506527,1.2026843654261068
0.0,0.94097,4,2,1,1,1,1,1,True,sub-STSWD1219,301262,8,301262.0,0.7456313022565217,1.3079004020312939,1.5096092487117734,4th,4th,4th,1.2628760842621114,1.2355281472506527,1.2026843654261068
1.0,0.57492,4,2,2,1,1,1,1,True,sub-STSWD1219,303694,8,303694.0,-0.7246822885893893,-1.5063691859551895,0.6442534080312428,1st,1st,3rd,-1.2451772274557769,-1.3150699753194022,0.4115807627404872
0.0,1.0498,3,2,1,1,1,1,1,True,sub-STSWD1219,306126,8,306126.0,0.4422850217527622,0.6512261214641272,0.27231898945484795,3rd,3rd,3rd,0.30969450878662375,0.32615671665799917,0.4115807627404872
1.0,0.68982,3,2,2,1,1,1,1,True,sub-STSWD1219,308558,8,308558.0,-1.0782644418509995,1.7435111226867925,1.0664410286678385,1st,4th,4th,-1.2451772274557769,1.2355281472506527,1.2026843654261068
1.0,0.61576,3,2,1,1,1,1,1,True,sub-STSWD1219,310990,8,310990.0,0.09494713817324733,0.174969262162914,-0.5947309097068041,3rd,3rd,2nd,0.30969450878662375,0.32615671665799917,-0.287105622597912
1.0,1.0896,4,3,2,1,1,1,1,True,sub-STSWD1219,315470,8,315470.0,-1.222190842390118,-1.3022208357856975,-0.6333310441287097,1st,1st,1st,-1.2451772274557769,-1.3150699753194022,-1.320728556150862
1.0,0.88957,3,3,2,1,1,1,1,True,sub-STSWD1219,317902,8,317902.0,-0.9326978539374796,-2.2163421636364027,0.8679207995811073,1st,1st,4th,-1.2451772274557769,-1.3150699753194022,1.2026843654261068
1.0,0.83446,3,3,1,1,1,1,1,True,sub-STSWD1219,320334,8,320334.0,-0.4594113136076643,-0.2089657179680121,-0.9890799778111213,2nd,2nd,1st,-0.32255438889316707,-0.24535231988974607,-1.320728556150862
